date,comment,rating-button-up,article_num,url
2022-10-29,Democrats dont care about hurricane victims.,1668,0,https://www.dailymail.co.uk/news/article-11369651/Angry-liberals-vow-cancel-singer-Luke-Bryan-brings-Gov-DeSantis-concert.html#comments
